comment_id,video_id,date,body,rating
UgwkAeQvQCR0K0ezh7Z4AaABAg,WeA7edXsU40,2018-11-29T01:20:40Z,"My dream is NASA  <3
                 ",1
UgwdYB8-elGXywi86IN4AaABAg,WeA7edXsU40,2018-11-29T04:18:42Z,tearing up :') so touching,1
UgxRHN98_35eWvK7hBp4AaABAg,WeA7edXsU40,2018-11-28T16:57:11Z,The best 2 minute 23s of my life...,1
UgwXBo5X-zjGMCWJ8Qt4AaABAg,WeA7edXsU40,2018-11-28T17:55:53Z,Let’s goooo,1
UgzlqTs_rko6qs40iXd4AaABAg,WeA7edXsU40,2018-11-28T17:48:05Z,History right there!!,1
UgzK10x2N8FMGdeXQiV4AaABAg,WeA7edXsU40,2018-11-28T20:13:20Z,I love you NASA. I am going to work for you guys one day...I promise,1
UgzwMeubwuhLvBDVGOB4AaABAg,WeA7edXsU40,2018-11-28T13:29:31Z,THAT...WAS...AWESOME!!! Go NASA! =D,1
UgyhBG1dJlbVhK8PhJJ4AaABAg,WeA7edXsU40,2018-11-28T12:18:36Z,Nice!Best hopes for NASA!!,1
UgynND08F7vyvem4elJ4AaABAg,WeA7edXsU40,2018-11-28T09:03:41Z,Good luck nasa,1
UgzKe25KL3t0UBNbaEZ4AaABAg,MfTbHITdhEI,2021-02-02T20:10:30Z,THis is really good sh1t,1
UgzhExjPO5b7iWd-CuJ4AaABAg,MfTbHITdhEI,2021-02-01T03:22:09Z,I  this album ,1
UgxHaJXU7II_pyFFVVB4AaABAg,WeA7edXsU40,2018-11-28T05:22:26Z,This inspires the impossible into the possible,1
UgztHWmPM-5x8nxuzLx4AaABAg,MfTbHITdhEI,2021-01-28T15:06:22Z,"they don't hate em
they just envy him",1
UgyTA4uohTX0nO46Bwt4AaABAg,MfTbHITdhEI,2021-01-29T05:02:00Z,"My boy that passed really looked up to you ,your a Phoken GOD",1
UgzJrgYKo-f0xXcZUWJ4AaABAg,MfTbHITdhEI,2021-01-28T13:49:17Z,Who says revival is a bad album ? It’s one of my favourites,1
UgwaluyxW7kBO08CxD54AaABAg,MfTbHITdhEI,2021-01-30T14:32:15Z,WHAT an amazing artist. Sorry  incase we find he's like Michael Jackson and we never want to hear his music again. Why the f*%&$ are we still hearing Jackson? What a @%-$ he was,1
Ugxs0rAD1CuUNSfuH5N4AaABAg,MfTbHITdhEI,2021-01-27T23:19:41Z,Genious,1
UgxEVgI6CkWweAEO9Uh4AaABAg,MfTbHITdhEI,2021-01-29T23:21:12Z,Wtf this guy is a legend x,1
UgzW_2-J4PKhY4J7EYB4AaABAg,MfTbHITdhEI,2021-01-25T09:27:10Z,Eminem the Rap God!!!! His verses are so crazy the Flow damnnn!!! You are the best in the World!,1
Ugwfrhw9A5p3z2mi0p94AaABAg,MfTbHITdhEI,2021-01-27T08:27:41Z,Never lost love for the number 1 rapper eminem is the best ever can't no one take over like em ,1
UgxGrII0uFZtDJnnlOd4AaABAg,MfTbHITdhEI,2021-01-26T20:13:41Z,"I would give my left testicle..ahhh what are we talking, both for another album like back in the days <3 Deal?",1
Ugx2XkH2pcp8JCmgXHV4AaABAg,MfTbHITdhEI,2021-01-25T15:02:23Z," Love me some Em.  Representing the ""D"" . Love this song",1
Ugwr3sx9e5OsQZEnEa14AaABAg,MfTbHITdhEI,2021-01-25T12:57:37Z,Eminem is the greatest with a couple of others,1
UgyofMyo6FtolMomOQd4AaABAg,MfTbHITdhEI,2021-01-24T20:49:28Z,Always loved him doesn't give a fuck to say what he thinks no matter what anyone thinks brutally honest,1
Ugz5vtd8wHTuq1EN-mV4AaABAg,MfTbHITdhEI,2021-01-24T14:52:17Z,The most creative ever.,1
UgzECY_kPbLPvC9aZF54AaABAg,MfTbHITdhEI,2021-01-24T17:39:38Z,Eminem he is a rapping dictionary ,1
Ugz-I_gzNpyJH7-1H2V4AaABAg,MfTbHITdhEI,2021-01-24T20:20:40Z,Too good... awesome beat awesome song,1
Ugxpev_WrjATeNap7Qd4AaABAg,MfTbHITdhEI,2021-01-22T19:53:31Z,Where are my 2021 people at.,1
UgzFfxpsKzQFFkpKmHB4AaABAg,MfTbHITdhEI,2021-01-24T00:21:45Z,Hes great,1
UgypBpWro2B-KAW3fXd4AaABAg,MfTbHITdhEI,2021-01-24T04:22:56Z,I love this guy,1
UgxuoiEAo3tpNHBlcud4AaABAg,MfTbHITdhEI,2021-01-23T09:47:08Z,You are ever the god,1
Ugxht7mY5PlM93oUPhF4AaABAg,MfTbHITdhEI,2021-01-22T11:33:33Z,"Good job ""RAP GOD""",1
UgwdvnF4ctmEWTwN6S94AaABAg,MfTbHITdhEI,2021-01-19T15:46:22Z,This song is saving me from a heartbreak,1
UgzIgFvaoZXqIejBr3R4AaABAg,MfTbHITdhEI,2021-01-18T22:31:13Z,Goat,1
UgxJ5fe5nP8ph_4Pe7t4AaABAg,MfTbHITdhEI,2021-01-17T10:05:19Z,2021 : and Eminem still the best,1
Ugyxi0eKsefyb29gcYN4AaABAg,MfTbHITdhEI,2021-01-15T15:32:44Z,This is beautiful,1
UgzCOzCcgMGhTufGkIB4AaABAg,MfTbHITdhEI,2021-01-16T01:37:13Z,Good on Em for getting back Tyler and Earl. They're both snakes and crybabies.,1
UgwWKuM1m8HBQyAf6Fx4AaABAg,MfTbHITdhEI,2021-01-16T06:36:36Z,Amazeing song,1
UgwR9CxZ2onaOPkZAet4AaABAg,MfTbHITdhEI,2021-01-16T12:14:49Z,"Em killing it as always he has done, sasauge wallet general,",1
UgwACEe9Ll9ayHpBy6R4AaABAg,MfTbHITdhEI,2021-01-11T06:27:37Z,This song brings back nostalgia even though it’s been 3 years,1
Ugwx8sR8xpeQU8ciStN4AaABAg,MfTbHITdhEI,2021-01-12T00:33:30Z,Em is so good that he littray mudured people by his music lol ,1
Ugx3YGlnnteLiWbUBYZ4AaABAg,MfTbHITdhEI,2021-01-13T04:42:51Z,"January 2021, Still No.1",1
UgzHfOUS9JVhIJAQM5x4AaABAg,MfTbHITdhEI,2021-01-13T13:24:31Z,still here,1
UgwEKEIU3oa0AqUn3dV4AaABAg,MfTbHITdhEI,2021-01-17T14:38:29Z,"EMINEM IS THE GREATEST TO EVER PICK UP THE MIC.
The king of Hip Hop  Em is a Serial killer on the Mic",1
UgydQrtCLgSjKFOmtpV4AaABAg,MfTbHITdhEI,2021-01-09T19:34:15Z,Love this song,1
UgzV2BOaCXUJaqMOJFB4AaABAg,MfTbHITdhEI,2021-01-10T23:28:49Z,Constant hi tempo,1
Ugw3kPvnbOlW7k2C7Id4AaABAg,MfTbHITdhEI,2021-01-09T21:55:29Z,another level,1
UgyUMw1oVJ7AAGB3Und4AaABAg,MfTbHITdhEI,2021-01-08T13:43:05Z,2021 still ,1
Ugypvn0t8hKXQ4lEBmR4AaABAg,MfTbHITdhEI,2021-01-10T16:53:19Z,Hes the fucking goat,1
UgyNlS1w24zwLHLkYht4AaABAg,MfTbHITdhEI,2021-01-10T06:01:58Z,Damnnn he just flows,1
Ugzz1pGVIpLCRHyNBlh4AaABAg,MfTbHITdhEI,2021-01-08T23:47:11Z,Great fucking song!!!!!!!!!!!!!!!!!!!!!!!,1
Ugzg9xgRAxTqRfsligB4AaABAg,MfTbHITdhEI,2021-01-08T04:29:02Z,2021 Eminem still killing it.,1
UgzMfDCT0BZCOUwXvHR4AaABAg,MfTbHITdhEI,2021-01-09T11:51:21Z,"EM, you are the GREATEST to ever do it!! Mad love and respect to you, white boy!  They can’t fuck with you!!",1
UgwN8wcqt6d8PjYBP5B4AaABAg,MfTbHITdhEI,2021-01-08T22:43:16Z,HE A BAD DOG YO HE COOL,1
UgytuAa6KSD6u2a670N4AaABAg,MfTbHITdhEI,2021-01-08T18:01:38Z,I’m just so happy he mention hopssin,1
UgzfCoZ1wYpG5rNNckp4AaABAg,MfTbHITdhEI,2021-01-06T02:41:37Z,Thinking of you man. Hold your head up high. Love to your family.,1
UgxbQh13ANwQvJWJgdR4AaABAg,MfTbHITdhEI,2021-01-08T03:05:49Z,"2021 Always the best Eminem never gets old even his music, just his age.",1
UgzgoIHm8HLWknO-pLd4AaABAg,MfTbHITdhEI,2021-01-06T06:06:48Z,Sick,1
Ugz35yQcqxUqzL3XNQZ4AaABAg,MfTbHITdhEI,2021-01-08T01:05:54Z,Eminem is and will always be the GOAT of music. thats a fact.,1
UgwyqHUy_DxOZLAt4-t4AaABAg,MfTbHITdhEI,2021-01-06T23:17:55Z,yeah men . I Love your works,1
UgxE7-6JMrWzXyMX7Vp4AaABAg,MfTbHITdhEI,2021-01-06T21:55:14Z,"This song is so close to perfect imo, the flow, rhymes, bars, instrumental. The amalgamation of it all is so smooth.",1
UgwK6pqh_wFyfwpMkSd4AaABAg,MfTbHITdhEI,2021-01-07T15:46:51Z,"Mate, that is fucking awesome.
Love your new stuff. Kills all the new mumble parasites ",1
UgxB0-ys4h2yUEEhPUZ4AaABAg,MfTbHITdhEI,2021-01-03T05:51:28Z,Still fire  2021. King Shady ,1
UgxTiwdgVC01Jz-CxFJ4AaABAg,MfTbHITdhEI,2021-01-04T19:36:51Z,2021 and still kicking!!!!!!!,1
UgypxooCsBt6fDu7P4p4AaABAg,MfTbHITdhEI,2020-12-30T12:44:16Z,Love the dodge,1
Ugz1DVfN0zCBbte4bVV4AaABAg,MfTbHITdhEI,2021-01-02T07:05:33Z,Cool,1
UgzljA9gcnwXQRi7zKh4AaABAg,MfTbHITdhEI,2020-12-31T13:10:34Z,OMG man Love this Song .. Great Job,1
UgyJtdL9XE3ty2NRPkp4AaABAg,MfTbHITdhEI,2021-01-02T13:38:27Z,Thanks Em I realised that 6ix9ine is trash keep doing the same good music.,1
UgyGJ5W0mRknrAi4pG14AaABAg,MfTbHITdhEI,2020-12-29T17:30:44Z,Eminem is the best rapper ever,1
UgyAdLbzVfSmf03f_z54AaABAg,MfTbHITdhEI,2020-12-29T19:13:09Z,Harald approves,1
Ugxfi0-HAVrUiO_xuBh4AaABAg,MfTbHITdhEI,2020-12-26T14:53:35Z,Eminem unstoppable!!! Rap God!!,1
Ugxxb_e0jl18p4ulVLh4AaABAg,MfTbHITdhEI,2020-12-30T08:49:16Z,"Very nice, ",1
UgxAzyI3f-aBw3zzZAd4AaABAg,MfTbHITdhEI,2020-12-29T16:41:11Z,Great tarack,1
Ugycp7be9QIPm-0gzu14AaABAg,MfTbHITdhEI,2020-12-28T04:10:12Z,Great song good job ,1
UgzCOo-nAOHPB-eevbN4AaABAg,MfTbHITdhEI,2020-12-27T03:00:51Z,Still fire,1
UgyjbNr7Ipog9JbcEvl4AaABAg,MfTbHITdhEI,2020-12-27T00:30:18Z,How the fuck can you hate on this !!!straight fucking ,1
UgwSVfX6wlAOkeRhir14AaABAg,MfTbHITdhEI,2020-12-30T10:02:56Z,shit. he's so right about the grammies. I haven't watched that shit in years.,1
UgzIQ1R5tsYqjrPXqxx4AaABAg,MfTbHITdhEI,2020-12-25T19:36:56Z,I don't know why this song didn't get such high ratings for me  deserves to be on top,1
UgzdVYYHbrpVQknRzlV4AaABAg,MfTbHITdhEI,2020-12-25T20:23:06Z,Dope song! Sample sick too....1~Luv,1
UgzNKxUPCtwwGPGluTZ4AaABAg,MfTbHITdhEI,2020-12-25T03:15:54Z,Ugh he is like insanely beautiful ,1
Ugxd3m6zmiWIPqI0FJV4AaABAg,MfTbHITdhEI,2020-12-25T05:35:55Z,,1
Ugwtq8r5yQ8gmn4cUnR4AaABAg,MfTbHITdhEI,2020-12-26T07:48:35Z,Rap god of hip hop,1
Ugws_DrolwwCwzGbgGN4AaABAg,MfTbHITdhEI,2020-12-26T08:51:30Z,Best ,1
UgxLvbE4y8UQ5sdGqsl4AaABAg,MfTbHITdhEI,2020-12-25T10:59:43Z,Straight fire,1
UgzsAJ5QqGaVuQJlYJl4AaABAg,MfTbHITdhEI,2020-12-25T19:49:04Z,You're a gentle man Eminem. I don't care what ever you say.,1
UgzD1_KALYPo5GyWg_h4AaABAg,MfTbHITdhEI,2020-12-26T04:17:50Z,Youare fucking good.i like you style.,1
Ugz7rdwahIeKkELc9j94AaABAg,MfTbHITdhEI,2020-12-24T13:14:54Z,"Going down the Em rabbit hole, been a fun ride!",1
UgxFiJdy2CbB71H5DsF4AaABAg,MfTbHITdhEI,2020-12-21T00:43:04Z,With respect from Ukraine  truth words,1
UgwNIYBeigUNPM9j3094AaABAg,MfTbHITdhEI,2020-12-22T03:09:48Z,The rap God,1
Ugzpmnu6WqICSJk1x-J4AaABAg,MfTbHITdhEI,2020-12-22T08:56:33Z,Fire,1
UgwgkHNwVxsr5fyNzhV4AaABAg,MfTbHITdhEI,2020-12-22T10:04:40Z,"So cool
So fire 
So epic 
The best song",1
Ugy6g_DWSr1vApwpgul4AaABAg,MfTbHITdhEI,2020-12-22T15:28:56Z,well thought out song indeed,1
UgycL9KP4hnbJgMkxrh4AaABAg,MfTbHITdhEI,2020-12-23T20:07:29Z,eminem is still the best whoever says the old eminem is better are retarded there is no old or new eminem theres just eminem,1
Ugz9X-dvSs6sn9RMMbV4AaABAg,MfTbHITdhEI,2020-12-18T16:36:12Z,Whenever I click any song of eminem. It then takes me hours to click any other video.. Legends understand,1
UgzavoY93wq9oxhJJ9Z4AaABAg,MfTbHITdhEI,2020-12-17T00:38:36Z,I love this song. Killin It Eminem ,1
UgwcvOSNP9tet8QlITt4AaABAg,MfTbHITdhEI,2020-12-20T09:27:03Z,EMINEM THE KING     🖒      ,1
Ugxk9njTY65zdLGJNRF4AaABAg,MfTbHITdhEI,2020-12-20T15:55:02Z,Go boy...you tell them x,1
UgwdDHtGIASQnj1h1MZ4AaABAg,MfTbHITdhEI,2020-12-19T12:16:10Z,Love it,1
UgyE9TXXEVjhm3Wne1B4AaABAg,MfTbHITdhEI,2020-12-20T04:06:30Z,Die hard fan. Always loved Em and always will. Life is hard and I feel it,1
UgzQvW97E9vndp1s5zN4AaABAg,MfTbHITdhEI,2020-12-15T00:25:29Z,"Thanks, man...",1
UgxpHz_6CC5DDNu5gaN4AaABAg,MfTbHITdhEI,2020-12-13T05:43:20Z,FROM PHILIPPINES WITH LOVE,1
UgymCeq9ayeNHeR8mmx4AaABAg,MfTbHITdhEI,2020-12-15T03:31:53Z,Eminem is awesome  (is all I got to say to the haters),1
UgxF9g5OUsI4mF573Vl4AaABAg,MfTbHITdhEI,2020-12-15T19:51:30Z,,1
UgyZTM9ubdz5zQRwrEx4AaABAg,MfTbHITdhEI,2020-12-14T00:02:44Z,Bro I love Eminem he is # 1 he doesn't have any drug problems as Slim!,1
Ugw_rAgmTOlDFHRhfuZ4AaABAg,MfTbHITdhEI,2020-12-14T21:45:56Z,This shit smacks,1
UgzSvBKMciA57bOJhTp4AaABAg,MfTbHITdhEI,2020-12-15T09:15:19Z,2:45 best part of the song,1
Ugzf-PGPcfx8NR9HRax4AaABAg,MfTbHITdhEI,2020-12-13T19:36:02Z,Dec 13.2020 this year sucks ......but hey at least eminem still the best,1
Ugz5ANPOzF_hboQ7Ssl4AaABAg,MfTbHITdhEI,2020-12-12T00:03:06Z,Love you too Eminem,1
UgzrmF8sms6SyKvne054AaABAg,6ZfuNTqbHE8,2021-02-02T12:37:58Z,OOmg this gives me chills. Im sorry but u can never say star wars is better then marvel theres no competition,1
UgwaQUx__orfNtxJDBp4AaABAg,MfTbHITdhEI,2020-12-11T02:00:09Z,,1
UgxQVLpau2bDxAlyeRV4AaABAg,6ZfuNTqbHE8,2021-02-02T08:44:16Z,"if I could go back and relieve the hype, I would do it in a heartbeat",1
Ugy6yfh1cqzjqsGbFZd4AaABAg,MfTbHITdhEI,2020-12-13T01:33:06Z,"Love u Em , for ur music , and cause i didnt have any comercial on anything posted by you !",1
Ugw2D0hMZdMpUFnJGVR4AaABAg,MfTbHITdhEI,2020-12-12T21:53:46Z,Nice,1
UgwSOVOds0s66LPv1ix4AaABAg,MfTbHITdhEI,2020-12-12T03:45:25Z,I love you man ! This song is epic  ... god bless,1
UgwyHiVtYwcJHpnGUId4AaABAg,6ZfuNTqbHE8,2021-01-31T13:34:31Z,3years ago history was created,1
UgxlZyFlGDxTOKq94Ip4AaABAg,6ZfuNTqbHE8,2021-01-31T04:58:44Z,Ok honestly. This was a epic.,1
UgzPmqbfYS3BGshgjjV4AaABAg,6ZfuNTqbHE8,2021-01-31T15:47:49Z,2018 was a good time,1
UgwQLnAghYgsJ36bt794AaABAg,6ZfuNTqbHE8,2021-01-31T06:12:16Z,I still get goosebumps when watching this trailer !!! I miss these days when all you had to worry about was spoilers. such a good decade,1
UgwWmevPK9qHdQwNu_F4AaABAg,6ZfuNTqbHE8,2021-02-01T12:27:13Z,I love the cast,1
Ugzg2rZCelTdUBAuTih4AaABAg,6ZfuNTqbHE8,2021-02-02T03:04:05Z,hands down the best trailer. this era was the best,1
UgzMX9Lw4h1PnRysNDl4AaABAg,6ZfuNTqbHE8,2021-02-01T22:44:58Z,No one will change my mind. This was the best movie ever,1
UgzKo30K2ynYX3HdLbF4AaABAg,6ZfuNTqbHE8,2021-01-30T16:04:23Z,this movie was 100x better than Endgame because you didn't know what to expect and how it's gonna end,1
UgzLEYGDhBTLBBZ68EZ4AaABAg,6ZfuNTqbHE8,2021-01-30T06:51:10Z,This is AWESOME,1
UgyNOvQJYnVOzzPxPl94AaABAg,6ZfuNTqbHE8,2021-01-31T03:48:40Z,2021 still people are watching it ,1
UgwEgxdWizRgrN8F9DN4AaABAg,6ZfuNTqbHE8,2021-01-30T23:02:38Z,"3 years...
And i still get the goosebumps",1
UgzKLutvTKpEU3hc9U14AaABAg,6ZfuNTqbHE8,2021-01-31T03:07:06Z,1 or 2nd best movie if all time,1
Ugwy3ZetszhPX9YkQoB4AaABAg,6ZfuNTqbHE8,2021-01-30T14:56:15Z,Best movie trailer ive seen so far!,1
UgwnnknGS4dKX7eE1dR4AaABAg,6ZfuNTqbHE8,2021-01-30T21:05:22Z,I LOVE THIS MOVIE,1
UgxVa0nUaBVyq02Myrx4AaABAg,6ZfuNTqbHE8,2021-01-30T10:45:43Z,This movie was crazy good.,1
Ugxhn8CHDtF2wla8D_l4AaABAg,6ZfuNTqbHE8,2021-01-30T08:54:34Z,coming back here coz legends never die <3,1
UgzEC3VNaiOqbM_QBgF4AaABAg,6ZfuNTqbHE8,2021-01-30T00:37:52Z,this trailer still gives me goosebumps although it's been over 3 years since its release..,1
UgzHLIX8SGwS3LoaX114AaABAg,6ZfuNTqbHE8,2021-01-27T20:42:11Z,I wish i can go back to when this trailer was released so I can feel the hype again,1
UgyntUrMT9AtQjKTxZ54AaABAg,6ZfuNTqbHE8,2021-01-27T18:37:32Z,I still share this epic trailer to this day.,1
Ugx9FtgA4ft_Ikkcjxh4AaABAg,6ZfuNTqbHE8,2021-01-29T05:19:46Z,I'd do anything just to see this movie one more time like if it was the first,1
UgyQAjCc4gOY_Z3YVX94AaABAg,6ZfuNTqbHE8,2021-01-28T20:03:37Z,This will never get old,1
UgyUEb0TL6afv64QQ0J4AaABAg,6ZfuNTqbHE8,2021-01-28T15:59:02Z,This trailer still gives me goosebumps,1
Ugz0BtNtoOr5Z9TcL5F4AaABAg,6ZfuNTqbHE8,2021-01-28T06:26:13Z,Greatest Superhero teamup movie,1
Ugw-MOSm6lRF7HmGCg54AaABAg,6ZfuNTqbHE8,2021-01-28T17:00:43Z,"Waited 6 years for this movie, it was worth it.",1
Ugw0ZmGtrcd34qnxuXB4AaABAg,6ZfuNTqbHE8,2021-01-27T13:58:01Z,*-Best.Trailer.Ever-*,1
Ugzqw_aN7r11YgzeqF94AaABAg,6ZfuNTqbHE8,2021-01-26T20:24:07Z,I am still hyped just by watching this trailer,1
Ugwd6sX8tDdJTN37lVt4AaABAg,6ZfuNTqbHE8,2021-01-26T03:24:10Z,2021 i still come back to this before i watch the movie to het me hype,1
UgxY-LVoM9cOGESDt814AaABAg,6ZfuNTqbHE8,2021-01-26T14:23:45Z,Rd.j is hero,1
Ugy4QU2GT_cM7YTT9lp4AaABAg,6ZfuNTqbHE8,2021-01-27T05:24:36Z,One of the best trailers out there no doubt,1
UgzI26ITWiSgcU-5rsV4AaABAg,6ZfuNTqbHE8,2021-01-23T15:57:43Z,Say what you want but infinity war is still the best movie,1
UgyJmBbKVszDDR1Lpg14AaABAg,6ZfuNTqbHE8,2021-01-24T00:48:48Z,I think this will always be my favorite movie of all time,1
UgzQpWrliYVi1CUxkMF4AaABAg,6ZfuNTqbHE8,2021-01-23T08:26:55Z,No movie will have the same amount of hype...,1
UgzZv0i1xbq-pbtTlJB4AaABAg,6ZfuNTqbHE8,2021-01-25T00:52:27Z,I wish I could rewatch this for the first time again,1
UgxQ0KAHOWhhqXVS3N94AaABAg,6ZfuNTqbHE8,2021-01-25T02:58:37Z,This Was The Best Movie Of Marvel.,1
UgzgGpJLKJnzZUJLIMd4AaABAg,6ZfuNTqbHE8,2021-01-24T03:21:04Z,guy ritchie is a good director,1
UgwfNPrAPOfe7j5MGmt4AaABAg,6ZfuNTqbHE8,2021-01-24T15:28:17Z,"Some people may not like this, but... this movie is better than Endgame..",1
UgyOq5N_3eKDgbfWnOh4AaABAg,6ZfuNTqbHE8,2021-01-23T12:58:40Z,This trailer is better than the movie,1
UgxsDVKzJG0WJSn8PJh4AaABAg,6ZfuNTqbHE8,2021-01-22T14:39:37Z,2021 & guess what it's still giving us goosebumps,1
UgzFKLrjaI2X9TzquBN4AaABAg,6ZfuNTqbHE8,2021-01-22T14:56:19Z,Goddamn this was hype. I miss this kind of hype.,1
UgxWs15Yhc8N-gzlsnx4AaABAg,6ZfuNTqbHE8,2021-01-21T03:50:53Z,I have said it and i'm gonna say it again. Infinity War was way better than Endgame,1
UgwhjTHKnkrNtdaprAl4AaABAg,6ZfuNTqbHE8,2021-01-21T02:35:34Z,1:40 When I saw Tony Stark not in his suit with debris is background; then he got punched out with his suit on I knew this movie was going to be great.,1
UgxARNX7bJzrVF2KLgR4AaABAg,6ZfuNTqbHE8,2021-01-20T22:37:47Z,2021 and still the best trailer EVER. WAKANDA FOREVER!!!,1
Ugz2X9lKUJDppkM52Qd4AaABAg,6ZfuNTqbHE8,2021-01-21T08:45:06Z,Ngl I enjoyed this more than endgame,1
UgyY__QFKr5UKAHrrGh4AaABAg,6ZfuNTqbHE8,2021-01-20T04:23:50Z,One of the greatest movies ever well done marvel; well done,1
UgxsB0DxXoN4Mk-ZXv94AaABAg,6ZfuNTqbHE8,2021-01-19T19:20:45Z,still gives me goosebumps,1
UgzSLhvoGrvks245vGd4AaABAg,6ZfuNTqbHE8,2021-01-19T08:44:15Z,This gave me nostalgic vibes i remember that hype that excitement.,1
UgwATfkJdQoAQLVGfax4AaABAg,6ZfuNTqbHE8,2021-01-19T19:51:26Z,This trailer still gets me hyped up lmao,1
UgwuvgINNgxVxRtWHT14AaABAg,6ZfuNTqbHE8,2021-01-18T03:48:35Z,This trailer and movie were the best,1
UgyzrCHAyDvs0ZxeGj94AaABAg,6ZfuNTqbHE8,2021-01-18T08:40:50Z,Time sure does fly,1
UgzIgLlp3FBSx8F3H-14AaABAg,6ZfuNTqbHE8,2021-01-17T15:31:23Z,How the hell KGF is better than this masterpiece? These guys are delusional.,1
UgyEBFkg51JvdWV8PHZ4AaABAg,6ZfuNTqbHE8,2021-01-17T22:05:02Z,This movie was so good!! ,1
UgzzOL80yc7_DEZTLet4AaABAg,6ZfuNTqbHE8,2021-01-17T14:19:09Z,3 years later and I still get shivers,1
Ugy58vDeFJXnRNSyv1V4AaABAg,6ZfuNTqbHE8,2021-01-17T04:45:18Z,Best trailer of all time,1
UgwDDjN3dBxfj8-zoN94AaABAg,6ZfuNTqbHE8,2021-01-17T18:16:41Z,this film was amazing,1
UgzM6fHsbA_3wwKfZw94AaABAg,6ZfuNTqbHE8,2021-01-18T04:12:04Z,this is an amazing movie i cant stop watching it. loved it since it came out ,1
UgypGSx15P5bBW-LK4p4AaABAg,6ZfuNTqbHE8,2021-01-15T14:01:55Z,every single time i hear that climax in the theme it brings a smile to my face,1
Ugxp_sFeVyTonN_thER4AaABAg,6ZfuNTqbHE8,2021-01-15T10:50:57Z,KGF won't defeat this masterpiece,1
Ugwa7O9mPSTyEEMDHF54AaABAg,6ZfuNTqbHE8,2021-01-15T08:07:41Z,One of the most amazing super hero movie in the world,1
UgxbsRpcNxIchnaP6sJ4AaABAg,6ZfuNTqbHE8,2021-01-14T11:24:29Z,Who all here after watching Master and KGF  2.,1
UgwwAiln-plUrN-VMHV4AaABAg,6ZfuNTqbHE8,2021-01-14T20:06:51Z,Infinity war is my favourite movie,1
Ugz34qlkSYPhBZqHQDd4AaABAg,6ZfuNTqbHE8,2021-01-14T10:33:22Z,"Still, it's perfect in every way.",1
Ugxwe64LBZieV3uiqgp4AaABAg,6ZfuNTqbHE8,2021-01-14T19:03:58Z,Still the best movie trailer ever made. Sent the world on a frenzy the day this was released,1
Ugx0ZT9SEvFmEmq1uO94AaABAg,6ZfuNTqbHE8,2021-01-15T06:43:24Z,Very good marvel,1
UgxTcPC-5Ga0WuPEMop4AaABAg,6ZfuNTqbHE8,2021-01-14T01:12:14Z,Still the best superhero movie ever,1
UgyVCP3BYO02qBG6SMV4AaABAg,6ZfuNTqbHE8,2021-01-14T04:55:37Z,2 years passed but still it's giving me goosebumps.....,1
UgyE3VWtymX5wi7-FZ94AaABAg,6ZfuNTqbHE8,2021-01-14T08:49:48Z,Awesome,1
UgxWL6NQnqfPoqk68Wd4AaABAg,6ZfuNTqbHE8,2021-01-12T18:56:00Z,Best movie ever...,1
Ugxz9fpbseWr_jY8qy94AaABAg,6ZfuNTqbHE8,2021-01-13T05:52:25Z,"In this film, Thor entry in wakanda gives goosebumps bring me thonas ",1
UgzCWQfmIS6cWWDLVWJ4AaABAg,6ZfuNTqbHE8,2021-01-12T14:47:41Z,BETTER THAN ENDGAME,1
UgxkpGRAAG3Sg9-VT_Z4AaABAg,6ZfuNTqbHE8,2021-01-12T12:47:26Z,Classic,1
UgypWtELIr5Chxh4Zyl4AaABAg,6ZfuNTqbHE8,2021-01-12T13:42:44Z,Hi Avengers is super movie,1
UgySGVewVVNH_V4rZal4AaABAg,6ZfuNTqbHE8,2021-01-12T12:26:28Z,infnity war you watch it many times and never get bored,1
UgzdiAlS2Kgu9oVXCDl4AaABAg,6ZfuNTqbHE8,2021-01-12T01:09:24Z,This movie will become a nostalgic critic in the future.,1
UgzsP5eLVhKiVQvt5AV4AaABAg,6ZfuNTqbHE8,2021-01-11T15:25:12Z,remember how hype this was,1
UgySnJd1JDCGOEMRqlx4AaABAg,6ZfuNTqbHE8,2021-01-11T15:58:13Z,"BEST TRAILER OF THE CENTURY
HISTORY WILL REMEMBER U",1
Ugw5vKyVpMZV1CBR9Tp4AaABAg,6ZfuNTqbHE8,2021-01-11T03:08:01Z,Ngl this still gives me goosebumps,1
Ugx7A4zjmMUJvyBVNyV4AaABAg,6ZfuNTqbHE8,2021-01-11T02:11:40Z,Such a great trailer and movie. Both better than Endgame.,1
UgzF619MUAt151OGFFF4AaABAg,6ZfuNTqbHE8,2021-01-11T07:27:32Z,Nice film,1
UgzXbAmTCuwddg-Ppi14AaABAg,6ZfuNTqbHE8,2021-01-10T12:35:51Z,This movie was better than ENDGAME ....,1
Ugzj-A1E1gVqPy5voel4AaABAg,6ZfuNTqbHE8,2021-01-10T16:19:19Z,Best background music ,1
UgyF3tKwn4gDzTbNCyZ4AaABAg,6ZfuNTqbHE8,2021-01-10T07:30:48Z,"KGF 2 is coming, wait for it ",1
UgwIIuneNwjJVBOm6FJ4AaABAg,6ZfuNTqbHE8,2021-01-10T07:19:29Z,No. 1 Trailer ,1
UgzIslfgLsiqX4SpLA54AaABAg,6ZfuNTqbHE8,2021-01-10T07:23:00Z,The movie which made me as a die hard fan of Marvel,1
